"ID","Label","Ort1","Ort2","Geschlecht","Geburt","Tod"
4903,"Kölnbeck von Salaberg, Niklas (1500–1570)","Steyr","Salaberg im Mostviertel, ▭ Haag im Mostviertel","m",1500,1570
4904,"Grünthal, Wolfgang (1500–1576)","Kremsegg","","m",1500,1576
4905,"Grünthal, Wolfgang Niklas (1565–1630), Reichshofrat","Kremsegg","Wien","m",1565,1630
4906,"Grünthal, Johann Jakob (1570–1626)","Kremsegg","Voigtstedt, ▭ Sangerhausen","m",1570,1626
4907,"Grünthal, Johann Nimrod (1594–1662), Truchsess","Kremsegg","","m",1594,1662
4908,"Strein von Schwarzenau, Wolfgang (1380–1424)","Schwarzenau im Waldviertel","","m",1380,1424
4909,"Strein von Schwarzenau, Heinrich (1422–1490)","Schwarzenau im Waldviertel","","m",1422,1490
4910,"Strein von Schwarzenau, Johann (1450–1499)","Hartenstein in der Wachau","","m",1450,1499
4911,"Strein von Schwarzenau, Wolfhard (1490–1562)","Hartenstein in der Wachau","Haselbach im Waldviertel","m",1490,1562
4912,"Strein von Schwarzenau, Wolfgang (1460–1505)","Schwarzenau im Waldviertel","","m",1460,1505
4913,"Asseburg, Johann (1512–1567)","Neindorf an der Bode","Kaschau","m",1512,1567
4914,"Asseburg, Askan (1548–1580), Hofdiener","Neindorf an der Bode","Schermcke an der Bode","m",1548,1580
4915,"Thoman von Frankenberg, Kaspar (1598–1637)","","Wien, ▭ Göttweig","m",1598,1637
4916,"Jörger von Tollet, Georg Wilhelm (1580–1617), Hofkammerrat","Tollet an der Trattnach","","m",1580,1617
4917,"Stadl, Bernhard (1460–1512)","Stadl an der Raab","Sankt Ruprecht an der Raab","m",1460,1512
4918,"Stadl, Christoph (1500–1552)","Stadl an der Raab","Sankt Ruprecht an der Raab","m",1500,1552
4919,"Stadl, Karl (1530–1576)","Stadl an der Raab","","m",1530,1576
4920,"Geymann, Christoph (1400–1452)","Gallspach im Hausruckviertel","","m",1400,1452
4921,"Geymann, Stephan (1390–1465)","Gallspach im Hausruckviertel","","m",1390,1465
4922,"Geymann, Bartlme (1420–1468)","Gallspach im Hausruckviertel","","m",1420,1468
4923,"Geymann, Johann (1450–1494)","Gallspach im Hausruckviertel","","m",1450,1494
4924,"Geymann, Ortolf (1430–1476), Kämmerer","Gallspach im Hausruckviertel","","m",1430,1476
4925,"Geymann, Balthasar (1465–1522)","Gallspach im Hausruckviertel","Gallspach im Hausruckviertel","m",1465,1522
4926,"Geymann, Johann Heinrich (1500–1566)","Gallspach im Hausruckviertel","Gallspach im Hausruckviertel","m",1500,1566
4927,"Geymann, Johann Christoph (1544–1600)","Gallspach im Hausruckviertel","Gallspach im Hausruckviertel","m",1544,1600
4928,"Geymann, Johann Ludwig (1580–1638), Vorschneider","Gallspach im Hausruckviertel","","m",1580,1638
4929,"Geymann, Johann (1480–1533)","Gallspach im Hausruckviertel","Gmünd in Kärnten, ▭ Millstatt am See","m",1480,1533
4930,"Geymann, Johann Paul (1578–1655)","Gallspach im Hausruckviertel","Wien","m",1578,1655
4931,"Geymann, Johann Balthasar (1575–1590)","Gallspach im Hausruckviertel","Jena","m",1575,1590
4932,"Geymann, Johann Ortolf (1576–1620)","Gallspach im Hausruckviertel","Prag","m",1576,1620
4933,"Stadl, Franz (1520–1580)","Stadl an der Raab","","m",1520,1580
4934,"Stadl, Johann Andreas (1550–1620)","Riegersburg in der Steiermark","","m",1550,1620
4935,"Stadl, Ferdinand (1595–1655), Hofkriegsrat","Kornberg in der Steiermark","Baden am Gebirge, ▭ Kornberg in der Steiermark","m",1595,1655
4936,"Stadl, Johann Rudolf (1640–1696), Kämmerer","Kornberg in der Steiermark","Graz, ▭ Kornberg in der Steiermark","m",1640,1696
4937,"Stadl, Ferdinand (1643–1694), Kämmerer","Kornberg in der Steiermark","Graz, ▭ Kornberg in der Steiermark","m",1643,1694
4938,"Strein von Schwarzenau, Johann Wolfhard (1534–1614)","Hartenstein in der Wachau","","m",1534,1614
4939,"Maltzan, Johann Bernhard (1597–1667)","Brünn in Mähren","","m",1597,1667
4940,"Capliers, Sedeslaus (1520–1565)","","","m",1520,1565
4941,"Rehlinger, Maximilian (1570–1628), Oberstsilberkämmerer","Augsburg","","m",1570,1628
4942,"Lampl von Fronsburg, Jakob (1576–1624)","Fronsburg im Waldviertel","","m",1576,1624
4943,"Lampl von Fronsburg, Adam (1609–1679)","Fronsburg im Waldviertel","Krems an der Donau","m",1609,1679
4944,"Villinger von Schönenberg, Jakob (1480–1529), Oberstkämmerer","Schlettstadt","Freiburg im Breisgau","m",1480,1529
4945,"Villinger von Schönenberg, Karl (1513–1571)","Augsburg","","m",1513,1571
4946,"Villinger von Schönenberg, Jakob (1539–1597)","Augsburg","","m",1539,1597
4947,"Villinger von Schönenberg, Karl (1570–1631), Edelknabe","Augsburg","","m",1570,1631
4948,"Villinger von Schönenberg, Ferdinand (1600–1641)","München","Tübingen","m",1600,1641
4949,"Breunner, Kaspar (1570–1616)","","","m",1570,1616
4950,"Maltzan, Elisabeth (1560–1606)","Wartenberg an der Weide","","w",1560,1606
4951,"Notthafft, Heinrich (1370–1440)","Wernberg in der Oberpfalz","Straubing:Karmelitenkirche","m",1370,1440
4952,"Henckel von Donnersmarck, Konrad (1486–1542)","Leutschau in der Zips","Göllnitz in der Zips","m",1486,1542
4953,"Henckel von Donnersmarck, Johann (1513–1565), Kämmerer","Leutschau in der Zips","Leutschau in der Zips","m",1513,1565
4954,"Henckel von Donnersmarck, Sebastian (1530–1596)","Leutschau in der Zips","","m",1530,1596
4955,"Henckel von Donnersmarck, Jakob (1560–1617), Hofdiener","Leutschau in der Zips","Prag","m",1560,1617
4956,"Henckel von Donnersmarck, Lazar (1551–1624)","Leutschau in der Zips","Wien","m",1551,1624
4957,"Henckel von Donnersmarck, Lazar (1585–1664), Kämmerer","Wien","Tarnowitz","m",1585,1664
4958,"Henckel von Donnersmarck, Georg (1587–1638)","Wien","Krems an der Donau","m",1587,1638
4959,"Tschirnhaus, David Heinrich (1580–1642), Landeshauptmann von Glatz","Mittelwalde in Schlesien","Peitz im Spreewald","m",1580,1642
4960,"Rorif von Rainau, Servas (1530–1593)","Rorive an der Maas","Neustift am Eisack","m",1530,1593
4961,"Rorif von Rainau, Andreas (1565–1620), Huschier","Rorive an der Maas","Rain in der Höttinger Au","m",1565,1620
4962,"Berka von der Duba, Lassel (1560–1614), Landeshauptmann von Mähren","","","m",1560,1614
4963,"Gienger, Katharina (1520–1556)","Langenau an der Donau","Sankt Peter in der Au","w",1520,1556
4964,"Rheingraf zum Stein, Johann (1493–1531)","Dhaun","Kyrburg, ▭ Kirn an der Nahe:Pfarrkirche","m",1493,1531
4965,"Rheingraf zum Stein, Johann (1522–1548)","Kyrburg","Finstingen","m",1522,1548
4966,"Rheingraf zum Stein, Otto (1545–1607)","Kyrburg","Kyrburg, ▭ Kirn an der Nahe:Pfarrkirche","m",1545,1607
4967,"Rheingraf zum Stein, Johann (1575–1623)","Kyrburg","","m",1575,1623
4968,"Rheingraf zum Stein, Otto Ludwig (1597–1634)","Kyrburg","Speyer, ▭ Straßburg im Elsass","m",1597,1634
4969,"Rheingraf zum Stein, Johann (1635–1688)","Kyrburg","Flonheim","m",1635,1688
4970,"Salm, Jakob (1435–1475)","","","m",1435,1475
4971,"Salm, Johanna (1440–1496)","","","w",1440,1496
4972,"Hase von Hasenburg, Hedwig (1533–1592)","","Náchod","w",1533,1592
4973,"Lamberg, Eleonora (1575–1608)","Ottenstein im Waldviertel","","w",1575,1608
4974,"Wolkenstein, Elisabeth (1604–1655)","Trostburg am Eisack","Graz","w",1604,1655
4975,"Trauttmansdorff, Anna (1575–1610)","","","w",1575,1610
4976,"Trauttmansdorff, Sophia (1539–1571)","Totzenbach am Haspelwald","","w",1539,1571
4977,"Waldstein, Johanna (1500–1522)","","","w",1500,1522
4978,"Waldstein, Maximiliana (1635–1654)","","Wien","w",1635,1654
4979,"Fugger, Georg (1518–1569)","Augsburg","","m",1518,1569
4980,"Fugger, Anton (1552–1616)","München","Gmünd im Remstal","m",1552,1616
4981,"Schwihau, Ferdinand Wenzel (1605–1658)","Ellischau","Hradešice","m",1605,1658
4982,"Schwihau, Anna Ludmila (1635–1660)","Ellischau","Wien","w",1635,1660
4983,"Mansfeld, Susanna Polyxena (1640–1693)","","","w",1640,1693
4984,"Cirksena, Agnes (1584–1616)","Aurich in Ostfriesland","","w",1584,1616
4985,"Rosenberg, Anna (1375–1428)","Neuhaus in Böhmen","Bregenz","w",1375,1428
4986,"Lobkowicz, Ludmila (1590–1629)","","","w",1590,1629
4987,"Berka von der Duba, Anna (1613–1674)","","Feldbach in der Steiermark:Franziskanerkirche","w",1613,1674
4988,"Rheingraf zum Stein, Franziska (1578–1619)","Neuviller an der Mosel","Hechingen","w",1578,1619
4989,"Dohna, Hedwig (1590–1668)","Kraschen","","w",1590,1668
4990,"Kokorzowa, Griselda (1598–1624)","","","w",1598,1624
4991,"Trauttmansdorff, Eva Barbara (1605–1628)","Trautmannsdorf in der Steiermark","","w",1605,1628
4992,"Harrach, Eleonora (1623–1693)","Wien","Wien","w",1623,1693
4993,"Ilsung, Magdalena (1505–1561)","Augsburg","Wien:Schottenkirche","w",1505,1561
4994,"Fugger, Elisabeth (1543–1601)","Augsburg","","w",1543,1601
4995,"Chodkiewicz, Anna (1604–1625)","Vilnius","","w",1604,1625
4996,"Kirchberger von Kirchberg, Regina (1550–1609)","","Totzenbach am Haspelwald:Pfarrkirche","w",1550,1609
4997,"Kirchberger von Kirchberg, Katharina (1557–1608)","","Peuerbach im Hausruckviertel, ▭ Aistersheim","w",1557,1608
4998,"Harrach, Anna (1510–1571)","Goggitsch im Waldviertel","","w",1510,1571
4999,"Rueber von Pixendorf, Maria (1565–1594)","Grafenwörth an der Donau","","w",1565,1594
5000,"Strein von Schwarzenau, Katharina (1590–1656)","Hartenstein in der Wachau","Murstetten","w",1590,1656
5001,"Kielmann von Kielmansegg, Andreas (1530–1590), Hofkriegsrat","","","m",1530,1590
5002,"Kielmann von Kielmansegg, Andreas (1570–1616)","","","m",1570,1616
5003,"Dietrichstein, Paul (1583–1620)","","","m",1583,1620
5004,"Herberstein, Leopold (1532–1606), Hofkriegsrat","","","m",1532,1606
5005,"Herberstein, Hannibal (1565–1615)","","","m",1565,1615
5006,"Herberstein, Georg Siegmund (1625–1696), Kämmerer","","Graz","m",1625,1696
5007,"Trauttmansdorff, Maria Margarita (1635–1692)","Graz","Graz","w",1635,1692
5008,"Plateis von Plattenstein, Johann (1555–1619), Hofsekretär","","Prag","m",1555,1619
5009,"Plateis von Plattenstein, Johann Ernst (1586–1637), Bischof von Olmütz","Prag","Orechau im Wisowitzer Bergland, ▭ Prag","m",1586,1637
5010,"Teufel von Guntersdorf, Rudolf (1570–1643)","Guntersdorf im Weinviertel","","m",1570,1643
5011,"Colaus genannt Watzler, Georg (1500–1556), Oberstkämmerer","","Starkenberg in Tirol, ▭ Tarrenz","m",1500,1556
5012,"Colaus genannt Watzler, Georg (1535–1595), Kämmerer","Starkenberg in Tirol","Pettau:Georgskirche","m",1535,1595
5013,"Colaus genannt Watzler, Sidonia (1537–1573)","Starkenberg in Tirol","Augsburg","w",1537,1573
5014,"Liechtenstein von Murau, Elisabeth (1591–1657)","","Nürnberg:Johanniskirche","w",1591,1657
5015,"Minckwitz, Kaspar (1482–1537)","Drehna in der Lausitz","Frohburg in Sachsen","m",1482,1537
5016,"Minckwitz, Kaspar (1511–1569)","Drehna in der Lausitz","","m",1511,1569
5017,"Minckwitz, Kaspar (1545–1586), Reichshofrat","Spremberg in der Lausitz","Prag","m",1545,1586
5018,"Minckwitz, Ernfried (1550–1613), Reichshofrat","Drehna in der Lausitz","Prag","m",1550,1615
5019,"Trczka von Leipa, Jaroslaus (1530–1588)","","","m",1530,1588
5020,"Trczka von Leipa, Wilhelm (1560–1597)","","Weißenburg in Serbien","m",1560,1597
5021,"Trczka von Leipa, Jaroslaus (1565–1601)","","","m",1565,1601
5022,"Landau, Luzi (1541–1597), Hofdiener","Haus im Mühlviertel","Linz an der Donau","m",1541,1597
5023,"Croy, Karl Philipp (1549–1613)","Brüssel","Finstingen","m",1549,1613
5024,"Croy, Karl Alexander (1581–1624), Kämmerer","","Brüssel:Kapellenkirche","m",1581,1624
5025,"Croy, Ernst (1583–1620)","","Oppenheim am Rhein","m",1583,1620
5026,"Croy, Ernst Bosel (1620–1684), Bischof von Cammin","Finstingen","Königsberg in Preußen, ▭ Stolp in Pommern","m",1620,1684
5027,"Croy, Christina (1591–1664)","","Neuviller an der Mosel","w",1591,1664
5028,"Desfours, Ludwig (1543–1613)","Athienville","","m",1543,1613
5029,"Desfours, Johann Jakob (1610–1643)","","Prag","m",1610,1643
5030,"Thurn, Anna (1540–1597)","","","w",1540,1597
5031,"Redern, Sebastian (1553–1579), Truchsess","Breslau","","m",1553,1579
5032,"Thannhausen, Christoph (1520–1565), Landeshauptmann von Kärnten","","","m",1520,1565
5033,"Fugger, Bonaventura (1619–1693)","Augsburg","Augsburg","m",1619,1693
5034,"Fugger, Paul (1637–1701), Reichshofrat","Augsburg","München, ▭ Mickhausen","m",1637,1701
5035,"Greiß zum Wald, Wilhelm (1490–1533), Oberstjägermeister","","Pyhra im Mostviertel:Pfarrkirche","m",1490,1533
5036,"Greiß zum Wald, Johann (1520–1557)","Wald an der Perschling","Gmünd im Waldviertel","m",1520,1557
5037,"Greiß zum Wald, Christoph (1525–1576)","Wald an der Perschling","Sitzenberg, ▭ Pyhra im Mostviertel:Pfarrkirche","m",1525,1576
5038,"Greiß zum Wald, Christoph (1563–1617)","Wald an der Perschling","Pyhra im Mostviertel:Pfarrkirche","m",1563,1617
5039,"Greiß zum Wald, Johann Siegmund (1565–1598), Vorschneider","Wald an der Perschling","","m",1565,1598
5040,"Greiß zum Wald, Johann Jakob (1553–1592)","Wald an der Perschling","Pyhra im Mostviertel:Pfarrkirche","m",1553,1592
5041,"Greiß zum Wald, Sebastian (1564–1623), Mundschenk","Wald an der Perschling","","m",1564,1623
5042,"Greiß zum Wald, Johann Rudolf (1600–1659)","Wald an der Perschling","","m",1600,1659
5043,"Hohenfeld, Ludwig (1576–1644)","Aistersheim","Esslingen am Neckar","m",1576,1644
5044,"Hohenfeld, Achaz (1610–1672), Reichspfennigmeister","Aistersheim","Camberg im Taunus","m",1610,1672
5045,"Hohenfeld, Wilhelm Lothar (1651–1710), Reichspfennigmeister","","","m",1651,1710
5046,"Hohenfeld, Otto Heinrich (1645–1719), Kämmerer","","Wien","m",1645,1719
5047,"Hohenfeld, Otto Ferdinand (1648–1713), Kämmerer","","Wien","m",1648,1713
5048,"Zierotin, Bernhard (1530–1602), Mundschenk","Straßnitz","","m",1530,1602
5049,"Zierotin, Johann Wilhelm (1570–1608)","","","m",1570,1608
5050,"Piastowicz, Helena (1547–1583)","Liegnitz","","w",1547,1583
5051,"Kurzbach, Siegmund (1450–1513)","Witkowo","Ofen, ▭ Prausnitz","m",1450,1513
5052,"Kurzbach, Johann (1480–1549)","","Militsch","m",1480,1549
5053,"Kurzbach, Siegmund (1547–1579), Truchsess","Militsch","Lingen an der Ems, ▭ Prausnitz","m",1547,1579
5054,"Kurzbach, Heinrich (1490–1533)","","Breslau, ▭ Prausnitz","m",1490,1533
5055,"Kurzbach, Heinrich (1530–1590), Oberstmünzmeister in Böhmen","Trachenberg in Schlesien","Militsch","m",1530,1590
5056,"Kurzbach, Wilhelm (1525–1567)","Trachenberg in Schlesien","Breslau, ▭ Prausnitz","m",1525,1567
5057,"Kurzbach, Heinrich (1555–1618), Truchsess","Trachenberg in Schlesien","Prausnitz","m",1555,1618
5058,"Kurzbach, Sophia (1572–1605)","","","w",1572,1605
5059,"Schwanberg, Ignaz (1450–1489)","","","m",1450,1489
5060,"Schwanberg, Johann (1480–1533)","","Haid im Böhmerwald","m",1480,1533
5061,"Schwanberg, Johann Erasam (1524–1580), Oberstmünzmeister in Böhmen","Haid im Böhmerwald","","m",1524,1580
5062,"Schwanberg, Peter (1520–1575)","Haid im Böhmerwald","Ronsperg im Böhmerwald","m",1520,1575
5063,"Schwanberg, Johann Georg (1548–1617)","Ronsperg im Böhmerwald","","m",1548,1617
5064,"Schwanberg, Peter (1580–1620)","Ronsperg im Böhmerwald","Prag","m",1580,1620
5065,"Schwanberg, Adam (1595–1664)","","","m",1595,1664
5066,"Schwanberg, Bartlme (1523–1560)","Haid im Böhmerwald","","m",1523,1560
5067,"Schwanberg, Johann Wilhelm (1555–1590)","","","m",1555,1590
5068,"Schwanberg, Georg Erich (1580–1614)","","","m",1580,1614
5069,"Schwanberg, Johann Wilhelm (1605–1651)","","Písek an der Otava:Dominikanerkloster","m",1605,1651
5070,"Kochtizky, Juliana (1605–1664)","Lublinitz","","w",1605,1664
5071,"Schwarzenberg, Anna (1430–1459)","Seinsheim","","w",1430,1459
5072,"Drugeth von Homonna, Maria (1590–1643)","Homenau","","w",1590,1643
5073,"Sternberg, Dorothea (1570–1633)","Sternberg in Mähren","","w",1570,1633
5074,"Piastowicz, Johanna Elisabeth (1634–1673)","Thorn an der Weichsel","Schwentnig im Eulengebirge","w",1634,1673
5075,"Schober von Tachenstein, Georg (1470–1547)","Ingolstadt","Ingolstadt","m",1470,1547
5076,"Schober von Tachenstein, Kaspar (1504–1532)","Ingolstadt","Speyer:Dom","m",1504,1532
5077,"Schober von Tachenstein, Thomas (1518–1572), Reichshofrat","Ingolstadt","Wien","m",1518,1572
5078,"Fröschel, Benedikt (1480–1547)","","Augsburg","m",1480,1547
5079,"Fröschel, Benedikt (1517–1574)","Augsburg","Venedig","m",1517,1574
5080,"Fröschel, Hieronym (1527–1602)","Augsburg","Augsburg","m",1527,1602
5081,"Fröschel, Daniel (1563–1613), Hofantiquar","Augsburg","Prag","m",1563,1613
5082,"Rehlinger, Barbara (1515–1593)","Horgau an der Roth","","w",1515,1593
5083,"Tänzl von Trazberg, Anna Maria (1580–1629)","","Wildungsmauer","w",1580,1629
5084,"Herberstein, Anna (1540–1576)","","Höpfigheim an der Murr:Georgskirche","w",1540,1576
5085,"Kittlitz, Sabina (1576–1610)","Schweinitz in Schlesien","Logau in Schlesien","w",1576,1610
5086,"Galler von Schwanberg, Justina (1605–1675)","","","w",1605,1675
5087,"Gienger, Ursula (1538–1575)","Grünbichl im Mostviertel","","w",1538,1575
5088,"Villinger von Schönenberg, Eleonora (1540–1603)","Augsburg","","w",1540,1603
5089,"Scala, Maria (1576–1617)","Amerang im Chiemgau","Planegg an der Würm","w",1576,1617
5090,"Pernstein, Maria (1523–1566)","Kromau in Mähren","","w",1523,1566
5091,"Herberstein, Maria Sidonia (1630–1701)","","Klagenfurt am Wörthersee","w",1630,1701
5092,"Löwenstein, Amalia (1659–1701)","Wertheim am Main","Wien","w",1659,1701
5093,"Starhemberg, Eva Regina (1599–1663)","Eferding","Regensburg","w",1599,1663
5094,"Geymann, Anna Maria (1590–1621)","Gallspach im Hausruckviertel","Linz an der Donau","w",1590,1621
5095,"Fugger, Konstantia (1568–1594)","","","w",1568,1594
5096,"Pückler, Niklas (1480–1543)","","","m",1480,1543
5097,"Pückler, Kaspar (1515–1584), Oberstfalkenmeister","Groditz","Falkenberg in Oberschlesien","m",1515,1584
5098,"Pückler, Balthasar (1543–1591), Truchsess","Schedlau","Falkenberg in Oberschlesien","m",1543,1591
5099,"Pückler, Niklas (1550–1579), Vorschneider","Schedlau","","m",1550,1579
5100,"Nechern, Polyxena (1560–1609)","","","w",1560,1609
5101,"Piastowicz, Konrad (1448–1503), Herzog von Masowien","","Osieck in Masowien, ▭ Warszawa","m",1448,1503
5102,"Rogendorf, Wilhelm (1509–1543)","Pöggstall im Waldviertel","","m",1509,1543
5103,"Rogendorf, Johann Wilhelm (1535–1590), Geheimer Rat","Pöggstall im Waldviertel","Baden am Gebirge","m",1535,1590
5104,"Rogendorf, Johann Hermann (1571–1612), Kämmerer","Pöggstall im Waldviertel","","m",1571,1612
5105,"Khuen von Belasi, Magdalena (1530–1572)","Lichtenberg im Pinzgau","Sitzenberg, ▭ Pyhra im Mostviertel:Pfarrkirche","w",1530,1572
5106,"Zimmern, Apollonia (1547–1604)","Wildenstein im Donautal","","w",1547,1604
5107,"Khuen von Belasi, Anna (1580–1628)","Lichtenberg im Pinzgau","","w",1580,1628
5108,"Sapieha, Anna (1600–1627)","","Neswisch","w",1600,1627
5109,"Dieskau, Margarita (1580–1641)","Finsterwalde in der Lausitz","Kamenz in der Lausitz","w",1580,1641
5110,"Trauttmansdorff, Anna (1580–1642)","Trautmannsdorf in der Steiermark","","w",1580,1642
5111,"Hohenzollern, Ursula (1607–1667)","","","w",1607,1667
5112,"Lobkowicz, Margarita Katharina (1612–1669)","","Prag","w",1612,1669
5113,"Löbl von Greinburg, Susanna Katharina (1620–1666)","Wien","Graz, ▭ Kornberg in der Steiermark","w",1620,1666
5114,"Ungnad von Weissenwolff, Anna (1573–1605)","Waldenstein im Lavanttal","Bernsdorf im Vogtland","w",1573,1605
5115,"Smirzicz, Siegmund (1480–1548)","","","m",1480,1548
5116,"Smirzicz, Albrecht (1528–1566)","","Náchod","m",1528,1566
5117,"Smirzicz, Margarita (1557–1593)","","Hermanitz an der Elbe","w",1557,1593
